_id,Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
1058,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1059,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1060,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),570,Non Cumulative
1061,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),797,Non Cumulative
1062,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),853,Non Cumulative
1063,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1064,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1065,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1066,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1067,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1200,Non Cumulative
1068,2023-2024,P02-May,May,5/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1069,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1070,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1071,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1072,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
1073,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1203,Non Cumulative
1074,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1075,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1076,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1077,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),809,Non Cumulative
1078,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1079,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1080,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1081,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1082,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1083,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1084,2023-2024,P03-Jun,June,6/30/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),885,Non Cumulative
1085,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1086,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1087,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1207,Non Cumulative
1088,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1089,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1090,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1091,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),969,Non Cumulative
1092,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),806,Non Cumulative
1093,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1094,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1095,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1096,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
1097,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1098,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1099,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1100,2023-2024,P04-Jul,July,7/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1101,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1102,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),578,Non Cumulative
1103,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1104,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
1105,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1106,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),819,Non Cumulative
1107,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1108,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1109,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1110,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1191,Non Cumulative
1111,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1112,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1113,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1114,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1115,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1116,2023-2024,P05-Aug,August,8/31/2023,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),980,Non Cumulative
1117,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1118,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),986,Non Cumulative
1119,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1120,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1121,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1122,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
1123,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1124,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1125,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1126,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1127,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1188,Non Cumulative
1128,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1129,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),591,Non Cumulative
1130,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
1131,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1132,2023-2024,P06-Sep,September,9/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1133,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1134,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
1135,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
1136,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1137,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1138,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1139,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1140,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1034,Non Cumulative
1141,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1142,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1143,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),598,Non Cumulative
1144,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),843,Non Cumulative
1145,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12522,As at
1146,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1147,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1157,Non Cumulative
1148,2023-2024,P07-Oct,October,10/31/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1149,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1150,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
1151,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),867,Non Cumulative
1152,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1153,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),1083,Non Cumulative
1154,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),589,Non Cumulative
1155,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
1156,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
1157,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
1158,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13315,As at
1159,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12622,As at
1160,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1450,Non Cumulative
1161,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
1162,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1169,Non Cumulative
1163,2023-2024,P08-Nov,November,11/30/2023,data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1750,Non Cumulative
